False,"Sat, 31 Aug 2024 00:00:00 -0700",Ben Congdon,TaskWarrior,https://benjamincongdon.me/blog/2024/08/31/TaskWarrior/
False,"Sun, 21 Jul 2024 00:00:00 -0700",Ben Congdon,AI Tools in Mid-2024,https://benjamincongdon.me/blog/2024/07/21/AI-Tools-in-Mid-2024/
False,"Sun, 29 Oct 2023 00:00:00 -0700",Ben Congdon,Avoid Load-bearing Shell Scripts,https://benjamincongdon.me/blog/2023/10/29/Avoid-Load-bearing-Shell-Scripts/
False,"Thu, 26 Oct 2023 00:00:00 -0700",Ben Congdon,Soft Boredom,https://benjamincongdon.me/blog/2023/10/26/Soft-Boredom/
False,"Tue, 20 Jun 2023 00:00:00 -0700",Ben Congdon,Mental Models: Slack,https://benjamincongdon.me/blog/2023/06/20/Mental-Models-Slack/
False,"Sat, 15 Apr 2023 00:00:00 -0700",Ben Congdon,The Soul of an Old Machine,https://benjamincongdon.me/blog/2023/04/15/The-Soul-of-an-Old-Machine/
False,"Mon, 10 Apr 2023 00:00:00 -0700",Ben Congdon,Scala Pitfall: Parameterless Function Calls and Misplaced vals,https://benjamincongdon.me/blog/2023/04/10/Scala-Pitfall-Parameterless-Function-Calls-and-Misplaced-vals/
False,"Sat, 18 Feb 2023 00:00:00 -0800",Ben Congdon,On Prompt Engineering,https://benjamincongdon.me/blog/2023/02/18/On-Prompt-Engineering/
False,"Sat, 31 Dec 2022 00:00:00 -0800",Ben Congdon,2022 in Review,https://benjamincongdon.me/blog/2022/12/31/2022-in-Review/
False,"Tue, 27 Dec 2022 00:00:00 -0800",Ben Congdon,My Favorite Books of 2022,https://benjamincongdon.me/blog/2022/12/27/My-Favorite-Books-of-2022/
False,"Wed, 30 Nov 2022 08:00:00 -0800",Ben Congdon,On Personal Predictions,https://benjamincongdon.me/blog/2022/11/30/On-Personal-Predictions/
False,"Sun, 17 Jul 2022 10:00:00 -0700",Ben Congdon,In Praise of Stacked PRs,https://benjamincongdon.me/blog/2022/07/17/In-Praise-of-Stacked-PRs/
False,"Sun, 10 Jul 2022 16:00:00 -0700",Ben Congdon,"So long, and thanks for all the Gophers!",https://benjamincongdon.me/blog/2022/07/10/So-long-and-thanks-for-all-the-Gophers/
False,"Wed, 22 Jun 2022 00:06:00 -0700",Ben Congdon,Mental Model: Difficult Problems vs. Hard Work,https://benjamincongdon.me/blog/2022/06/22/Mental-Model-Difficult-Problems-vs.-Hard-Work/
False,"Mon, 20 Jun 2022 00:07:00 -0700",Ben Congdon,You Need to be Wrong (Sometimes),https://benjamincongdon.me/blog/2022/06/20/You-Need-to-be-Wrong-Sometimes/
False,"Thu, 16 Jun 2022 00:19:00 -0700",Ben Congdon,Mental Model: Stages of Change,https://benjamincongdon.me/blog/2022/06/16/Mental-Model-Stages-of-Change/
False,"Sat, 11 Jun 2022 00:00:00 -0700",Ben Congdon,NYC 2022 Observations,https://benjamincongdon.me/blog/2022/06/11/NYC-2022-Observations/
False,"Wed, 18 May 2022 00:18:00 -0700",Ben Congdon,Tools for Making Difficult Decisions,https://benjamincongdon.me/blog/2022/05/18/Tools-for-Making-Difficult-Decisions/
False,"Mon, 09 May 2022 18:00:00 -0700",Ben Congdon,Manifold Markets,https://benjamincongdon.me/blog/2022/05/09/Manifold-Markets/
False,"Fri, 11 Mar 2022 00:00:00 -0800",Ben Congdon,One Weird Trick,https://benjamincongdon.me/blog/2022/03/11/One-Weird-Trick/
False,"Sun, 06 Mar 2022 00:00:00 -0800",Ben Congdon,Kindle Snippets Viewer,https://benjamincongdon.me/blog/2022/03/06/Kindle-Snippets-Viewer/
False,"Mon, 10 Jan 2022 00:00:00 -0800",Ben Congdon,List of Lists of 2022 Predictions,https://benjamincongdon.me/blog/2022/01/10/List-of-Lists-of-2022-Predictions/
False,"Fri, 31 Dec 2021 00:00:00 -0800",Ben Congdon,2021 in Review,https://benjamincongdon.me/blog/2021/12/31/2021-in-Review/
False,"Sun, 19 Dec 2021 00:15:00 -0800",Ben Congdon,My Favorite Books of 2021,https://benjamincongdon.me/blog/2021/12/19/My-Favorite-Books-of-2021/
False,"Tue, 07 Dec 2021 00:18:00 -0700",Ben Congdon,Branchless Git,https://benjamincongdon.me/blog/2021/12/07/Branchless-Git/
False,"Sun, 14 Nov 2021 12:00:00 -0800",Ben Congdon,Using Embedding to Disambiguate Types in Go,https://benjamincongdon.me/blog/2021/11/14/Using-Embedding-to-Disambiguate-Types-in-Go/
False,"Sun, 31 Oct 2021 00:00:00 -0700",Ben Congdon,Recently - October 2021,https://benjamincongdon.me/blog/2021/10/31/Recently-October-2021/
False,"Sun, 17 Oct 2021 00:18:00 -0700",Ben Congdon,Features of Excellent Code Review Tools,https://benjamincongdon.me/blog/2021/10/17/Features-of-Excellent-Code-Review-Tools/
False,"Thu, 30 Sep 2021 00:00:00 -0700",Ben Congdon,Recently - September 2021,https://benjamincongdon.me/blog/2021/09/30/Recently-September-2021/
False,"Sun, 19 Sep 2021 00:08:00 -0700",Ben Congdon,Preventing Link Rot in my Obsidian Vault,https://benjamincongdon.me/blog/2021/09/19/Preventing-Link-Rot-in-my-Obsidian-Vault/
False,"Tue, 31 Aug 2021 00:19:00 -0700",Ben Congdon,Recently - August 2021,https://benjamincongdon.me/blog/2021/08/31/Recently-August-2021/
False,"Tue, 17 Aug 2021 00:19:00 -0700",Ben Congdon,B-Trees: More Than I Thought I'd Want to Know,https://benjamincongdon.me/blog/2021/08/17/B-Trees-More-Than-I-Thought-Id-Want-to-Know/
